left_elbow,right_elbow,left_shoulder,right_shoulder,shoulder_twist,left_arm_vertical,right_arm_vertical,wrist_diff,label
46.88690795626384,41.77184740049113,21.00223932178823,9.883574480646804,26.46098546028302,134.79330720498712,145.09860029502292,-0.2905673033454931,0.0
46.88690795626384,41.77184740049113,21.00223932178823,9.883574480646804,26.46098546028302,134.79330720498712,145.09860029502292,-0.2905673033454931,0.0
46.88690795626384,41.77184740049113,21.00223932178823,9.883574480646804,26.46098546028302,134.79330720498712,145.09860029502292,-0.2905673033454931,1.0
46.88690795626384,41.77184740049113,21.00223932178823,9.883574480646804,26.46098546028302,134.79330720498712,145.09860029502292,-0.2905673033454931,0.0
46.88690795626384,41.77184740049113,21.00223932178823,9.883574480646804,26.46098546028302,134.79330720498712,145.09860029502292,-0.2905673033454931,0.0
46.88690795626384,41.77184740049113,21.00223932178823,9.883574480646804,26.46098546028302,134.79330720498712,145.09860029502292,-0.2905673033454931,1.0
54.21940036499268,40.787507505658525,24.80268352438187,8.825815597955641,19.451686730351593,130.90923746895018,144.61254405791257,-0.32995537925648416,0.0
56.17894924046336,40.68961048570729,24.459836562260403,8.14784808366419,25.844338144895744,127.42764322990543,143.84537640393484,-0.25265492252453087,0.0
50.610517420539225,38.090764197577236,24.052476770481043,7.3650033328657,26.1013119967288,132.40262284496725,146.5694947437265,-0.2055975110046658,1.0
49.16366910494695,36.69397519196771,19.09972389878113,6.533473187828148,24.6687677307231,144.52901268397864,146.7648494431682,-0.16780649815753632,0.0
49.124455025167414,37.44901503351799,17.95011510171458,6.545315607052473,35.622126615483644,143.94926183194076,145.8699006814548,-0.2034970039807372,0.0
44.739376767360326,33.50270790906865,17.819916585856607,4.896881291635423,33.9882395857355,147.6944486152697,148.94355139819422,-0.13400477066786212,1.0
46.993374765822814,32.69334173715738,17.93435543471677,4.421901540918085,34.3465461956947,145.83470872335678,149.26472349427485,-0.11707375478855409,0.0
47.00310257870264,32.830021409424454,17.503680375720343,4.461922040666421,39.11207644710317,143.2800215682867,148.68939402682022,-0.20321496506072273,0.0
40.57293945131493,30.36122321814649,18.85359628712451,4.222747380907677,38.973176275082686,150.73018322127805,151.74217236943895,-0.23643094320005137,1.0
47.45672305596844,29.349596325616755,22.06220367274451,3.8261136077917093,37.19501729431967,146.95617070596504,151.38591873110155,-0.26833964276151157,0.0
40.16755325914918,30.595409059107617,17.825054614500623,3.548392606581401,53.69655749284179,149.93573492401157,150.25869719635824,-0.3897213827904623,0.0
